,state,year,Dem_state_leg,Rep_state_leg,Dem_state_exe,Dem_local_exe,Rep_local_exe,Dem_local_leg,Other_local_leg,Rep_local_leg,year_earliest,pre_Dem_state_leg,pre_Rep_state_leg,pre_Dem_state_exe,pre_Dem_local_exe,pre_Rep_local_exe,pre_Dem_local_leg,pre_Other_local_leg,pre_Rep_local_leg
35,Alaska,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Alaska,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Alaska,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Alaska,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Alaska,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Alaska,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Alaska,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Alaska,2017,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Alaska,2018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Alaska,2019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Alaska,2020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Alaska,2021,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Alaska,2022,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Alaska,2023,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Arizona,2000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Arizona,2001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Arizona,2002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Arizona,2003,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Arizona,2004,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Arizona,2005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Arizona,2006,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Arizona,2007,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Arizona,2008,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Arizona,2009,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Arizona,2010,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Arizona,2011,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Arizona,2012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Arizona,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Arizona,2014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Arizona,2015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Arizona,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Arizona,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Arizona,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Arizona,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Arizona,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Arizona,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Arizona,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Arizona,2023,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Arkansas,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Arkansas,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Arkansas,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Arkansas,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Arkansas,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Arkansas,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Arkansas,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Arkansas,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Arkansas,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Arkansas,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Arkansas,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Arkansas,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Arkansas,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Arkansas,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Arkansas,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Arkansas,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Arkansas,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Arkansas,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Arkansas,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Arkansas,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Arkansas,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Arkansas,2021,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Arkansas,2022,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Arkansas,2023,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,California,2000,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
101,California,2001,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
102,California,2002,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
103,California,2003,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
104,California,2004,4.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
105,California,2005,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
106,California,2006,4.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
107,California,2007,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
108,California,2008,6.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
109,California,2009,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
110,California,2010,5.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
111,California,2011,5.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
112,California,2012,6.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
113,California,2013,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
114,California,2014,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
115,California,2015,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
116,California,2016,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
117,California,2017,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
118,California,2018,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
119,California,2019,4.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
120,California,2020,5.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
121,California,2021,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
122,California,2022,6.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
123,California,2023,7.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
125,Colorado,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,Colorado,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127,Colorado,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128,Colorado,2003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129,Colorado,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,Colorado,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,Colorado,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
132,Colorado,2007,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
133,Colorado,2008,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
134,Colorado,2009,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,Colorado,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136,Colorado,2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
137,Colorado,2012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138,Colorado,2013,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139,Colorado,2014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140,Colorado,2015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,Colorado,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
142,Colorado,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
143,Colorado,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
144,Colorado,2019,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
145,Colorado,2020,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
146,Colorado,2021,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
147,Colorado,2022,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,Colorado,2023,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,Connecticut,2000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
151,Connecticut,2001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
152,Connecticut,2002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
153,Connecticut,2003,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
154,Connecticut,2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
155,Connecticut,2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
156,Connecticut,2006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
157,Connecticut,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
158,Connecticut,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
159,Connecticut,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
160,Connecticut,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
161,Connecticut,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
162,Connecticut,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
163,Connecticut,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
164,Connecticut,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
165,Connecticut,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
166,Connecticut,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
167,Connecticut,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
168,Connecticut,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
169,Connecticut,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
170,Connecticut,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
171,Connecticut,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
172,Connecticut,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
173,Connecticut,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
175,Delaware,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Delaware,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Delaware,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Delaware,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Delaware,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Delaware,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Delaware,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Delaware,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Delaware,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
