,state,year,Dem_state_leg,Rep_state_leg,Dem_state_exe,Dem_local_exe,Rep_local_exe,Dem_local_leg,Other_local_leg,Rep_local_leg,year_earliest,pre_Dem_state_leg,pre_Rep_state_leg,pre_Dem_state_exe,pre_Dem_local_exe,pre_Rep_local_exe,pre_Dem_local_leg,pre_Other_local_leg,pre_Rep_local_leg
588,Tennessee,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,Tennessee,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,Tennessee,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,Tennessee,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Tennessee,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,Tennessee,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Tennessee,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Tennessee,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Tennessee,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Tennessee,2022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Tennessee,2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Texas,2010,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
601,Texas,2011,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
602,Texas,2012,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
603,Texas,2013,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
604,Texas,2014,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
605,Texas,2015,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
606,Texas,2016,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
607,Texas,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
608,Texas,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
609,Texas,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
610,Texas,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
611,Texas,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
612,Texas,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
613,Texas,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
615,Utah,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Utah,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Utah,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Utah,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Utah,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Utah,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Utah,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Utah,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Utah,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Utah,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Utah,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Utah,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Utah,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,Utah,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Vermont,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
631,Vermont,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
632,Vermont,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
633,Vermont,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
634,Vermont,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
635,Vermont,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
636,Vermont,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
637,Vermont,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
638,Vermont,2018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
639,Vermont,2019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
640,Vermont,2020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
641,Vermont,2021,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
642,Vermont,2022,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
643,Vermont,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
645,Virginia,2010,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Virginia,2011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Virginia,2012,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Virginia,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Virginia,2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Virginia,2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Virginia,2016,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Virginia,2017,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Virginia,2018,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Virginia,2019,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,Virginia,2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Virginia,2021,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Virginia,2022,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,Virginia,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,Washington,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
661,Washington,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
662,Washington,2012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
663,Washington,2013,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
664,Washington,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
665,Washington,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
666,Washington,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
667,Washington,2017,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
668,Washington,2018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
669,Washington,2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
670,Washington,2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
671,Washington,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
672,Washington,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
673,Washington,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
675,"Washington, D.C.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,"Washington, D.C.",2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,"Washington, D.C.",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,"Washington, D.C.",2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,"Washington, D.C.",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,"Washington, D.C.",2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,"Washington, D.C.",2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,"Washington, D.C.",2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,"Washington, D.C.",2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,"Washington, D.C.",2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,"Washington, D.C.",2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,"Washington, D.C.",2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,"Washington, D.C.",2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,"Washington, D.C.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,West Virginia,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,West Virginia,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,West Virginia,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,West Virginia,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,West Virginia,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,West Virginia,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,West Virginia,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,West Virginia,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,West Virginia,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,West Virginia,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,West Virginia,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,West Virginia,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,West Virginia,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,West Virginia,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,Wisconsin,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
706,Wisconsin,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
707,Wisconsin,2012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
708,Wisconsin,2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
709,Wisconsin,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
710,Wisconsin,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
711,Wisconsin,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
712,Wisconsin,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
713,Wisconsin,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
714,Wisconsin,2019,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
715,Wisconsin,2020,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
716,Wisconsin,2021,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
717,Wisconsin,2022,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
718,Wisconsin,2023,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
720,Wyoming,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Wyoming,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Wyoming,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Wyoming,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Wyoming,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,Wyoming,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,Wyoming,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,Wyoming,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Wyoming,2018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,Wyoming,2019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Wyoming,2020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,Wyoming,2021,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Wyoming,2022,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,Wyoming,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
